id,question,choice_0,choice_1,choice_2,label,human_expl_open-ended,gpt-theirs
fa6f196ed3eb1df0abee8049750821a8,"The living do many things that the dead do not, but one is most important.  What do the living do that the dead do not?",have experiences,happiness,pollution,0,hat does not mean that i am a perfect person.,the living do many things that the living do not do.
0dd203b1dafe4524cf2ca92989e773bb,"The man was watching TV instead of talking to his wife, what is he avoiding?",wasting time,get fat,arguments,2,watching tv is the way of thought to avoid the arguments,fat is the only answer that makes sense.
a3bae9fdafa0cde2176237b9cd722fa2,Where is highly unusual to put a furnace?,basement,cellar,house,1,"it's not unusual to see furnaces oversized by simply put, gross oversizing causes comfort issues",basement is the only place that is not a basement.
85c727afb21c0945d463fa9424ba7a47,What new things can lead to understanding better?,wisdom,ideas,interest in,1,only with the new ideas you can get interested and acquire wisdom to understand something better,learning about new things is the only way to understand them.
8bf9bec9ad792e7d9274d04b85ff7a01,"The gauge began to elevate, it was ready to burst if somebody didn't what the pressure?",drop,depress,decrease,2,gauge release the pressure,the pressure is the only thing that can cause a gauge to explode.
54244bafcc648d4bf977cd27fcb26e22,What kind of contact would be extreme?,moderate,least,close,2,is the best option in all,extreme is the best option.
7427bfb6cd7c387f350f3ba3a5e6b397,A percussion instrument can be obtained in what sort of place?,orchestra,music store,own home,1,is the best option in all,a percussion instrument is the only instrument that can be obtained in a place.
3a9a9348cc7adf542b4a0e8fd4699510,"If a coup-de-etat happens with hopes of changing society, what is called for?",happiness for,cultural revolution,new laws,1,a coup-de-etat is a revolution.,the only thing that is a revolution is the revolution.
a9e5706c0dd56fc645a733c88afd95eb,What is the opposite of hopeful?,desperate,hopeless,dejected,1,the hopeful in opposite hopeless.,hopeless is the opposite of hopeful.
1d1aec57217e2ce0ecf020f5911201b1,Where do you throw a pebble to watch a ripple?,pond,lake,playground,1,a ripple will occur if you throw something into the water of a lake,a pond is the only place where you throw a pebble.
3c95d76ae5da18d365ed68e6fc583f82,"Two friends wanted to spend a quiet evening together, what did they go see?",wedding,internet cafe,movie,2,"according to deadline, the movie has been in development at skydance media for ... if pratt joins the movie it will be his next film project before he jumps",a movie is the only place where you can go to a movie.
1bb11bda4f10f2ac203ffdd095b775e9,What does a person want at work?,easy life,healthy children,treated with respect,2,is the best since it is the best backup,a person wants to be treated with respect.
a0d1c4b91ba50ab35f3e58cc6bea4fe9,What could you use to store a clock?,wall,shelf,own bedroom,1,shelf is the place where all things are stored.,a clock is a device that is used to store a clock.
1e78c1a2909df1576ae53ac9c9591e8e,Where might someone find a very nice flat?,london,apartment building,city,0,"in the author of the question mind, london has the most options of nice flats, unlike a single apartment building and a random city",apartment building is the only place that would be suitable for a flat.
729b7c139d7f036955a5fab1db96c495,"He wasn't boarding for some time, he eyed one of the vending machines throughout the what?",rest area,bus depot,airport,2,airport eyed one of the vending machines throughout the what,buses are the only place that is not a bus depot.
0f9db951dc1f87efe8f465fae8587432,What do people feel when they have a bit of hunger?,starvation,eating,discomfort,2,people feel discomfort and they have hunger time,hunger is the only thing that can cause discomfort.
936a6ccf63b5966d91de855b691eff79,"He accepted the disaster with equanimity, while all others were in a what?",disquiet,panic,discomposure,1,"when times are uncertain, difficult, fearful, full of change, they become the perfect place to deepen",panic is the only word that describes the situation.
11f852336340fa1f3d2b8d4be43db2ed,"The general saw that by taking the hill, he was reaching advantage, what was the likely result of such a move?",victory,being ahead,fall,0,the general saw that by taking hill he was reaching because he will reach victory.,the general would have to fall to the ground to gain victory.
c7b7d9f4b7c1589fa00c3c221746c985,Where can you find a musician that no one is listening to?,studio,orchestra,stage,0,studiocan you find a musician that no one is listening to?,a musician is the only one that is listening to music.
78cb6c6da7a2d31bc251a0b64bfd5f0d,"Cats are looking longingly at an aquarium, what are they looking to do?",come to dinner,eating fish,like heat,1,cats are eating fish,the aquarium is the only place where they can eat fish.
c0a2f0e9b63be3874267dd6dde31f8e3,The referee wasn't specialized in one thing. He refereed many games.  He was offered a job but wasn't sure what it would be.  What did he know it would be?,sporting event,football,hockey game,0,"referees are know for working in sporting events, but with only the word referee, we can't know which type.",hockey is the only sport that is considered sporting.
f001a4347cb9f429ad921bbd53c8d416,What state has a city called columbia?,missouri,tennessee,washington,0,columbia is a city in missouri and the county seat of boone county.,columbia is the state of missouri.
dde6b3015404c2c5a5814f20b51662cd,How might one conquer boredom by controlling the destiny of imaginary kingdoms?,play chess,watch film,play cards,0,play chess might one conquer boredom by controlling the destiny of imaginary kingdoms?,the only way to conquer boredom is to control the destiny of imaginary kingdoms
32f0a4739467fe949a75924354f19178,"A person misses his aunt, what is he likely to do about it?",visit relatives,doctor himself,amount to nothing,0,because the person is missing his aunt he is most likely to visit her,"a person misses aunt, and he may miss her."
7452f18c6a3d97eac87db3b43b1254ab,"We were having a canned food drive and I needed to pick up some contributions, where did I go?",grocery store,cupboard,cellar,0,a grocery store or grocer's shop is a retail shop that primarily sells food. a grocer is a bulk seller of food,a pantry is the only place that would have a canned food drive.
5afbc930a18a8c41f35e52ba6f527580,A flashing LED might indicate a serious problem with your computer if it is on your what?,pc board,electrical machine,electronic devices,0,"if your computer does not start, light emitting diodes (leds) or beeps can help ... the following information describes the flashing light and beeping error codes and how to resolve the problem.",a computer board is the only option that is not on your computer board.
206c7116ee2246180fcc0c5a1d0e7205,Where are you likely to receive mouthwash in a little paper cup?,drug store,dentist's office,bottle,1,using dentist suggestion we can use mouthwash,mouthwash is the only thing that can be used to wash mouthwash.
63fe74190c8e5fa0f29d9454bc568392,Where are there many large rock?,mountain range,countryside,ground,0,"mountain ranges are just large rock formations basically, so it is the most likely choice.",mountain ranges are the only places that are large enough to be a mountain range.
d29f6edfebec4b89536886e4fa361d7c,"He was constantly chasing their love, and it seemed being a success was the only way to what?",kiss,take oath,please parents,2,the parents must have wishing for the guy in the question to settle down with a family for some time,kissing is the only way to what?
99a48d64cd006ffea87cfa90b70a1779,Simon bought a cow because he wanted to put it to work.   He didn't want any meat for it.  Where might Simon be taking the cow?,dairy farm,canada,butcher shop,0,. dairy farm simon bought a cow because he wanted to put it to work.,dairy farm is the only place that would have a cow.
eef1fc75d14a5f013eb9a11edd298f6b,Why do you write in a diary?,have to say,express yourself,not to forget,1,is my personal for the diary.,you write in a diary because you want to remember something.
79d784af2f7d594f7756e0c282e3649e,What can you do in your house during the winter?,play hockey,ski,knit,2,"this fall and winter, you’re going to be seeing a lot of new hardshell jackets and pants touting their use of the new gore-tex c-knit waterproof-breathable membrane",you can play hockey in the winter
2eec2fbe3d715890c2e31676407b1865,Animals are unselfconscious and just do what?,listen to each other,live lives,fight each other,1,the animals are unselfconscious for live lives.,the only way to live lives is to fight each other.
7c067823e7804a0808d2f557d47f756a,How does a sensation on your hand reach your head?,nervous system,stimulus,brain,0,every sensation has to pass to your nervous system to get to your brain,a feeling on your hand is a feeling on your head.
8684a33e598e07570e8723935d861589,What does a competent person do at work?,complemented,solve problems,able to read,1,solve problems does a competent person do at work?,a competent person doesn't do anything at work.
4bf45a1bef63e3840e15e2dc6a3d8cda,"A person fear failure, what does he thing will happen?",doctor himself,visit relatives,amount to nothing,2,"amount to anything. : to turn out to be (something or someone important, impressive, etc.) i don't think he'll ever amount to anything.",a person fear failure
b43ccd29b343920a69d5ffc82ea40ea2,"The human was cold and just needed to step inside quickly, what did he look for?",surface of earth,office block,nearest house,2,best place he could take shelter quickly. surface of the earth could not provide cover.,the human is cold and needs to step inside quickly.
0c366609fc09f418a428be5059363a06,"People keep their teddy bear in their beds in their room, which is found in a?",home,shelf,toy store,0,home keep their teddy bear in their beds in their room,teddy bears are the only things that are in their beds.
af9168feecfd75cf00085b52163caeb0,Where could you find a person standing next to a net?,fishing gear,fishing boat,soccer game,2,that person will also kill next person and this continues,fishing boats are the only place that you can find people standing next to a net.
f3ed103edc7729a7b721d3fff53e64a4,"James wasn't much of a leader, because he had nothing to lead.  And a leader without something to lead, no matter how skilled, is useless.  What did James need?",battle,army,company,1,leader having the full authority to lead the members in army,"james needs leadership, because he isn't much of a leader."
6b6a3c58dfbcaac4323065633f7c10f5,Where is not likely to have a doormat for wiping feet?,front door,entrance porch,hallway,2,this will stop the mat from sliding around when you wipe your feet on it,doormat is the only place that is likely to have a doormat.
8b3a8b4c7724b4a996ca90c65416ca18,Why would you be unable to walk forward?,restrained,back,past,0,is the best since it is the best backup,the only way to walk forward is to walk backwards.
f9c3d40d40304a9bdd24eeb29e2c778a,Where would a ferret feel most free?,north carolina,classroom,outdoors,2,most ferret feel they enjoy outdoor,a ferret would feel free to feel free to feel free to feel free to feel free to feel free
4e479cb30a4d4a9509817e453401808e,What separates a bay from the water?,shoreline,manhattan,coastal area,0,the thing that separates the earth from the water is a shoreline.,the bay is the only place where the water is not visible.
4632121910a2ddcf487aa9a7fb60f8dc,"It turned out it wasn't a kidney stone, what might it have been a stone in?",gallbladder,river bed,creek bed,0,it was not kidney stone should have agallbladder,a kidney stone is a stone in the river bed or a river bed or a river bed or a
4456b3a52937bb7ea464a55c6a677ef7,"The class got to tour the launch pad, one student looked up imagining all the shuttle launches from where?",movie,cape kennedy,space center,1,"cape kennedy is the only physical location that real space launches occur, if kids are on the pad that means they're at an actual location.",the launch pad is the only place that is not a space center.
32cb059d2150bdcd4729642aabbc13e2,What has insulation on all sides?,arctic,house,attic,1,house were be bounded for safe,insulation is the only option that is not insulation.
a0db2a4538f37298c6c984beeb3598e7,"The person was shocked when the FBI talked to her about some facebook posts, what did the person want?",freedom of information,food and water,freedom of expression,2,"frequently, this includes individual liberty and freedom of expression.",the person was shocked when the fbi talked to her about some facebook posts.
959931558273e0ae7df984c125d3e56d,What is a computer user using Zillow have as a goal?,own home,house,hell,0,"zillow is a place to buy homes, not necessarily a house",a computer user uses a home
b870851c6a665f9718517ef74bba1fb2,What is a square constructed of?,four sides,four corners,four right angles,0,is the best option in all,the square is the only thing that is a square.
53c35f04aab97f60a8e35ac96c0f1190,There are usually seats behind a scoreboard in what place where you play an indoor sport?,bowling alley,space shuttle,rest area,0,score bored mostly a bowling alley of the ground,a scoreboard is a place where you play a sport.
692eed8a283340fe7dfd2731f2f2b5f9,"The man looked longingly at the seats after hours on the road, where was he?",bowling alley,rest area,space shuttle,1,rest area is where you can stop after traveling on the road for hours.,a space shuttle is the only place that is not a space shuttle.
2b39c7bcf268ad06ce3dd6a7e9ab6df3,What city is known for amazing pizzerias?,chicago,capital cities,food court,0,"known for amazing pizzerias now famous pizza bakers are getting in the act, opening satellite",chicago is known for amazing pizzerias
ba41052eb24cc368b5b740db68505f24,Jenny was stuck at home most of the time without anyone to talk to.  She went dancing because she wanted to do what?,meeting people,having fun,fatigue,0,accept invitations when people ask you to do things – you never know who else might be there,dancing is the only thing that is conducive to relaxing.
5dab04f67ad4eb016b2d51a2a1e60348,"If somebody had a great love of music, they probably do what in the car?",play piano,listen to radio,play violin,1,all major indian fm radio stations ready for you to enjoy free music and much more. online radio in english,music is the only thing that is musical.
c876a746e3fc3bdbc143b46fc198db58,"The baby came unexpectedly, what did it do?",learn to walk,arrive early,talk nonsense,1,arrive early the baby came unexpectedly,"the baby was born early, and the baby was born early."
5e056aa509c03f0818efda045de3bb5e,"If you do not have a bean, where would you go to get one?",cooking pot,food store,coffee,1,in the food store we have bought the beans,coffee is the only place that you would go to get one.
ee5ca8a118e4be200d9208b4541473fa,"Sally thought that the people she hired were entertaining, but that was what she expected.  After all, it was what they were what?",appreciate more,getting paid for,making friends,1,she got what she expected for enteraining,"the people she hired were entertaining, but not entertaining."
77f2b6f976fee9508a967135102398db,The bookend was on a shelf in what location?,library book,school library,pair,1,school library the bookend was on a shelf,library books are the only place that is not a library book.
f876929d6e898b5be291d64bd91f4567,"After hours of eating, what did he satisfyingly have?",full belly,stomach aches,full stomach,2,"if you eat for hour, you will be with a full stomach and be satisfied with it. full belly is also a choice",full stomach is the only answer that makes sense.
4b3d0ff278094766f4789553426aeb52,What would a bald eagle be likely to avoid?,mountainous area,soup,nature preserve,1,q. .... one of the adults survives and returns to the breeding territory to keep it going.,a bald eagle would avoid a soup area
de29f7e8be9d98a1e3013c9cb1597fde,When is good time for garlic bread?,refrigerator,dinner,supermarket,1,the garlic bread for in dinner time for very good food item,garlic bread is the only option that is good time for garlic bread.
fc79de1bd313c199eca4bd792b19c38f,"The swimming pool couln't be refilled due to drought regulations, where was it located?",california,park,ymca,0,country is suffering from water scarcity,california is the only place that is not flooded.
9a7a274cc112c9e9ca5ca812754f4e75,"They were marked up in price but he didn't want to go to the department store, so he just got a disposable razor where?",garbage,supermarket,medicine cabinet,1,"when i grew up, my mom had those pink disposable one blade razors. ... being clueless about men's razor stuff, i had to ask my dad how it looked",the store is the only place that would have a disposable razor.
684f4f29638627e9053075c7a3415f33,"If I am attending a self-help lecture, what am I hoping to accomplish?",go to sleep,gain knowledge,inspiration,2,"self-help requires drive and motivation, and thus inspiration.",a self - help lecture is the only thing that would accomplish that.
2f16a14d762e360e0b494a34249075b1,"He really liked her, she was nice but also a little what?",horrible,awful,naughty,2,i was naughty person,she was nice but not nice.
bd2b4df66a485417aea8b300355001cc,Sonny thought the concert hall was best located in a place with a lot of people.  Where might he put it?,city,commercial building,theater,0,"city is a place where people can go easily and it help people in transportation, land use, hotels, restaurants. theater and commercial building are very limit.",a city is the best place to put a concert hall
e57a917452efa64d0b48ad6101bba1a0,The bulky man enjoyed to eat hamburger or anything else high in what?,good to eat,satisfy hunger,protein,2,protein is one of three macronutrients your body needs to be healthy,the best way to satisfy hunger or eating meat or eating it or eating it or eating it or eating
e570ce63766571c9e4e4e2b50bfa949d,"He was sailing around chesapeake bay, he started from the south west of it where?",atlantic,virginia,maryland,1,sailing around chesapeake bay it is a good,virginia is the only place that is not a bay.
1063bdf08fbf9989d8f7614035cbac1f,What can happen to a dog wiggling during grooming?,beauty,injury,late,1,injury  happen to a dog wiggling during grooming,a dog is a dog that is not a dog.
52fb02bb37d69d79ea30749fe0b4ffae,"The man had much to do, but was using television, what was his problem?",laziness,falling asleep,boredom,0,"laziness  the man had much to do,but was using television,what was his problem?",laziness is the only answer that makes sense.
7d3559a7027d850fdc8871f00c606f65,"Jan wanted to get some cotton candy from the concession stands, but he also didn't want to miss anything. Where might he be?",fair,movies,state park,1,cotton candy from the concession stands in people favourites,the concession stands are the only place where you can get cotton candy.
c7d5c7a27a000922023ed54705099fc1,What area is a human weasel likely to be found?,washington d.c,congress,children's song,0,is the best since it is the best backup,the only place that is a human weasel would be a human weasel
0e775dad3475df2c59a9510d9111ff07,What does a person do before going on vacation?,lie in bed,water plants,rest in bed,1,answer a and c are both forms of relaxation.,a person doesn't go on vacation because they are tired.
dff0e9959fcbbe48b43e62156248a553,What could prevent someone from buying chistmas presents?,relief,lack of money,happiness,1,"only lack of money is applicable in the question, because he doesn't have any to spend.",a person wouldn't want to buy chistmas presents because they wouldn't want to buy them.
0d860bfecbc530eefa88df34cdfd3354,"Sarah had a sharp mind, but she wasn't social. She was very what?",inelegant,inaccurate,complimentary,0,only answer that has some relevance. must be inelegant with others because she doesn't like to spend time with others,sarah is a very intelligent person.
7e645503a0c379f40cd15ef8265bd798,What does reckless driving lead to on a person?,injuries,accidents,fatigue,0,"injuries is the best answer for ""on a person""",a person is prone to accidents and accidents are the only option that leads to injury.
0c84042e7a2b476d6099a779df7899ae,Where would you find people who aren't related by blood calling each other brother?,seminary,home,house,0,is the best since it is the best backup,the seminary is the only place that isn't related to family.
c18e75632cc89517d7fc0e84fd37eaea_1,Where would you find a tiny bar of soap away from home?,bathtub,hotel,motel,1,find a bar of soap away from home at hotel.,a hotel is the only place that would have a tiny bar of soap away from home.
c49ad8bb366dbc901498118b78148035,"James wasn't a repair person, but even he knew that he didn't need a freon coin in a what?",refrigerator,circuit,television,2,james is a television repair man,a refrigerator is a place where you can store a freon coin.
dc69b0d7c3bdf62e1c41aa7614994045,What might an unsuccessful writing program cause?,bugs,satisfaction,frustration,2,is the best since it is the best backup,a writer is a person who is frustrated with their work.
256834638b35756bb827c67d8c1a9514,Where might a yard be tiny?,city,property,neighborhood,0,"a city is a large human settlement. cities generally have extensive systems for housing, transportation, sanitation, utilities, land use, and communication.",a yard is a place where you can live in a neighborhood.
cda0bb0bfcd8215142d6ba47b1906fec,What would you be if you comfort friend?,friendly,cook,hug,0,"so you can help them in their time of need and be a better son, friend, and husband/boyfriend",hug is the only option that would be comforting.
77307488c789020861f7d194351bc9b0,What could cause people who put off having a check up change their ways quickly?,trouble,pain,anxious,1,they cause reason of pain putting check up quickly,people who put off having a check up change their ways quickly
06a8f6bf117346a4ab4585536033437e,"After a while playing, what was happening to the children?",having fun,getting tired,learning,1,children contentiously play they get tired very very soon,"children are learning to play, and learning to play is the only option that is not being taught."
81d6bc837e0c0032f94bb3392b89b31d,Some celebrities find going public useful after being caught at what?,press coverage,getting high,wide acceptance,1,to get the high positions in  their life,the media coverage is the only thing that would be useful after being caught at a public event.
a21240dbb4ec426a273f29867279675a,Where can the legs of a stool be built?,blacksmith's shop,bar,building,0,blacksmith's shop  can the legs of a stool be built?,a stool is built in a blacksmith's shop.
9cc6d07859a9a1b716d9c876f38ac078,"Worms are crawling out of the earth in the middle of rain, why are they?",wet soil,start to fall,wet things,0,worms are crawling out of the earth due to the wet soil after rain.,the rain is the only thing that is crawling out of the earth.
ce04be4f2455e9d56d7f5747e792eb53,What do criminals do when they are caught?,serving time,take money,arm themselves,0,i consider it the best option because they have to be more true,criminals are not allowed to do anything illegal.
dfb07501e7344ae2774ceb59a5ed0c6c,Where is a good place for a person to put green beans?,mouth,farmer's market,plate,0,the person should search for mouth to  place put a green beans,a farmer's market is the only place where green beans are found.
a3770804658619298ef7ef21d0ddca57,What does someone committing perjury likely doing?,testify,guilt,lies,2,if any one tell that perjury,a person confessing to a crime is not a crime.
a89f7f3d4687ef7789097e10f06d7685,He waited far to long before beginning work. What is his immediate state of mind?,stress,panic,excitement,1,"if one waits too long so that the pressure of time is bearing down on them, they are likely to panic.",stress is the only thing that can cause a person to panic.
863d4244cbdc9daed0e3502e460a5da2,"The teach was very enthusiastic, she got all the children involved and they would all what?",ride horses,watch tv,learn together,2,the teach was very enthusiastic so the children learn together involved in teach,the teacher would be very enthusiastic about teaching children.
ca3c30a6664da4074d168cdc28f13da8,What types of buildings typically have a column?,spreadsheet,roman architecture,whitehouse,1,"the architecture of the building to see where the columns can be ... but in the case of a column in an open space, the architect has the upper hand",the columns are the only ones that have columns.
b9f186ee35e31c3ea21a0f4bcc032e14,"Everybody has some sort of creativity, it's the best way to what?",express yourself,create art,sew,0,"you must necessarily use creativity to express yourself, unlike the other options",creativity is the best way to express yourself.
069cdcaa0a071cfd3556c98f075a6e11,The heir to this country's throne isn't the prince of it. What country is it?,castle,england,fairy tale,1,england is the only option because they're the one country that holds a monarchy that has no official government control.,castle is the only country that is the heir to the throne.
87d9c81835df542f1eb5480647f037a4,What could happen if someone isn't playing basketball carefully?,sweating,having fun,knee injury,2,the knee is one of the body's more complicated joints  susceptible to various injuries.and,"if someone isn't playing basketball, they aren't playing basketball"
849dc16e9ab88df36608357702ef1041,"When people have a lot of things to do, what activity can help them organize?",hurry along,make lists,trade places,1,making a list is a good way to remember to do a lot of things and figure out which ones are important.,"people have a lot of things to do, and they don't have time to do them."
ac0462d09b9fddd40c3c77aedf48a870,"John runs a small corner shop.   If you were walking on a sidewalk near it, where would you look for it?",england,minnesota,street corner,2,is the best option in all,the street is the only place where you would look for it.
a233ce817cb4f6aad38c757136ce9ad6,"If someone was determined to curb their inability to save for retirement, they might want to look into the what?",street corner,stockmarket,sidewalk,1,that's the best option since that's where there are more roses,stockmarket is the only place where people can be saved.
9936129df8c78403e18e22535700571b,John rushed into his house and threw off his pants. He desperately needed to use which part of the house?,bathroom,rooms,living room,0,i consider it the best option because they have to be more true,a bathroom is the only place that is not a bathroom.
36d3facb96b7681df301adf92f0c0644,Why would you be doing housework?,exhaustion,allergies,cleanliness,2,cleanliness is the most important one,housework is the only option that is not a chore.
712f7e98465c85b159d410b78e722545,"She could wait for her new terrace to be covered in green next year, it was the final piece of her dream what?",garden,southern europe,rice paddy,0,gardens are normally green.,the garden is the only place that would be covered in green
736a9e24bab9211d7f9fd9844bb50fb0,"She put cozy chairs in all the nooks and crannies, she wanted people to spend time reading and browsing her what?",friend's house,bookstore,race track,1,a bookstore is the only place you would be browsing and reading something.,books are the only place that people can read and bards.
02ea8722df943a420c1675ef1564e8ab,"I have a lot of money and a need to visit a desert, where is my likely destination?",race track,casino,bank account,1,i enjoy the lot of money and i spend and invest casino,a casino is the only place where you can visit a desert.
c6380d890b59e06a998f3f649ecfb1d1,"The trees formed a forest, what did they do?",produce fruit,stand together,grow bigger,1,is the best since it is the best backup,trees grow bigger
5120b2d6aed935ba8de22b092f2e70dd,"Grandma always had baked cookies, all you had to do was look in the what?",house,plate,jar,2,"if you want to make 9 dozen cookies, you'll have to increase the amount of each ingredient listed in the recipe",cookie jar is the only place where you can bake cookies.
371f4e9ea093b9ebd9e37164c73df276,Where is a good place to get food for most people?,table,kitchen,supermarket,2,supermarket good place to get food for most people?,a good place to get food for most people is a good place to get food for most people.
77a3df7ffcfa7d47d854c7dd39ab769f,"The older gentlemen enjoyed socializing over a chess board, on clear warm days he did this at the local what?",library,cabinet,park,2,parks are the most logical place to have a chess board between the three,library is the only place where you can play chess.
410c9d4a576d011741dea004bcbc48c2,Where do you typically find a lizard generally?,stream bed,great outdoors,rock wall,1,is the best option in all,a rock wall is the only place that would be a lizard
b9b6397ce8598752999992332f64008a,What is someone having a hard time learning abut science likely to experience?,smiles,frustration,accidents,1,that's the best option since that's where there are more roses,people are having hard time learning athen science
7d1c8769ba1e4122cd2987e6a3200b9e,"Sam thought that it was beautiful outside, even though it was what?",repulsive,unbeautiful,rainy,2,rainy is the only good answer to pick.,"the weather is beautiful outside, but the weather is not beautiful"
6431537d512b33c555209915a4477c7b,What is a positive feeling that you might get after going jogging?,heart rate increases,heart attacks,feel pride,2,while going jogging we want to refresh our mind in relax mode,a person's heart rate increases after going jogging
b8fced7d7ee857ec472397187924e5b9,"The extrovert didn't mind talking to the stranger, to him it was half the fun to him of taking public transportation to school and waiting at the what?",bus station,park,train station,0,"bus station the extrovert didn't mind talking to the stranger,to him it was half the fun to him of taking public transportation to school and waiting at the what?",a train station is the only place that is not a train station.
89d18618d6150a863f05442837116e16,"Bobby sat on the examination table.  Happy that this was a simple procedure, and he could do it here instead of staying overnight some place else.  Where might he be?",doctor's office,hospital,school,0,bobby sat on the examination in the doctor's office.,hospital is the only place that is not a hospital.
3b6fef7584192a8eeb70d32903cbe4b7,"The weather was nice, but Sean didn't count on that. He knew it could do what?",look beautiful,surprise us,change quickly,2,the weather was change quickly,"the weather is nice, but the weather isn't nice."
46f9057f7fabb2cac3c2d6e1a6cdef4a,"If I am reading a letter from a friend who I asked to write me a response, what might I be looking for?",answer,get news,though,0,i am reading a letter reply to the answer,a letter from a friend would be the best option.
2d7b5e73bc92b4087dcae2da94b0470e,What's black and white and contains many a story?,book or magazine,newspaper,past,1,newspaper contain the lot of world news,the only thing that is black and white is the newspaper or magazine.
68a0e37a5e9b00b3c1425b74e80d0d4b,"Hurting else is a crime, if convicted you could face what?",will resent,jail time,bad karma,1,because a person do some crime jail time is the correct punishment,"jail time is a crime, and jail time is a crime."
aaac3a907ce186aa60b9679373b7624d,Where might a large dog live?,guard house,drink water,shake hands,0,is the best option in all,a dog would live in a house.
53256ff56c523c2e282533e1db046a5a,Where did Europeans take their slaves from?,plantation,ancient rome,poor countries,2,is the best option in all,the only place that is not a plantation is the city of rome.
9e853dcd7d8e9decdf3cfdd02240fea3,What do fans do to players competing against each other?,emotions,frustration,encouraging,2,the players  fan in the game,fans are the only ones who are competitive.
1afb2ecd9ba431523e85263df1228c78,"Billy often eat hamburgers, but he did not always have then with cheese.  Billy are cheeseburgers more often than some people, but less often than others.  You could say that it was something he did only when?",seldom,infrequently,occasionally,2,i consider it the best option because they have to be more true,"when he eats hamburgers, he eats them more often."
f375ae73d22eb099f403128708e21962,"The electric motor powered many important things, including one if almost every house. Name this item?",electric typewriter,electric refrigerator,electric locomotive,1,electric refrigerator is the one of the place to having the many things in the electric mode,electric motor is the only thing that is not electric.
b239305853e4b53f139233df537011cc,Where would a beauty parlor be?,building,victorian house,georgian houses,0,it's the most probable place to a beauty parlor be. the other two are to pooch to host such a enterprise.,a beauty parlor is the only place that would be a beauty parlor.
c76c972fd3c8d1eb325f6d4912c6036f,What does someone committing suicide want to do?,interruption,dying,die,2,i consider it the best option because they have to be more true,suicide is the only option that is likely to happen.
a36434d6061ecf50d274a8e34b4e0717,The middle of a trip comes after the what?,beginning,first,top,0,a trip comes after in beginning,the middle of a trip is the only place where you can go.
37547e0fcd7cb2e591cf1dc2cfa99cf5,Several train terminals linked together is an example of what?,battery,electrical device,transportation system,2,train is best transportation system in india,a train terminal is the only place that is connected to the station.
8298562b023aae2dd6fc8d2fc79a2d03,Sally noticed that the sword was straight.  She wanted one with a different type of blade. What type of sword did she want?,curved,crooked,bent,0,is the best option in all,a sword with a different type of blade is the only type of sword that is straight.
051056ebaab044c51d28e7295b1a7bb9,What did the innocent man feel after he was accused of committing murder?,great sorrow,die,own death,0,he would feel sorrow over being accused of a crime he didn't commit.,the innocent man felt remorse for killing his own wife.
879533dadb2019eaf40fde036484f4c9,"The plate was an antique, where did the man buy it?",dishwasher,flea market,kitchen cupboard,1,antique plate is sales for market,the only place that would buy a plate is the kitchen cupboard.
95703127228d8b87b3fe998b1b2203e6,Where would the Air Force keep an airplane?,military base,hanger,sky,0,is the best since it is the best backup,the air force would keep an airplane in a hanger or a hanger or a hanger or a hanger or
fcf5ca10b941b209a6f88f2b03be1399,What group is likely to contain a human weasel?,children's song,washington d.c,congress,2,congress group is likely to contain a human weasel,"the term  weasel "" is used to describe a weasel."""
1d77946423999492790247f5c9ed5bd3,Alaska has the most coast of any in the what?,united states,florida,california,0,is the best since it is the best backup,florida is the most likely place to have the most coast of any state.
fc7c6c6e8d81533b74293632205f602b,How are people typically positioned in an interview?,facing each other,gather together,get angry,0,that's the best option since that's where there are more roses,people usually face each other in interviews.
c96a86957a9ab1d8ca0aeeb7f040d87a,Where would you find a dictionary near young people getting lessons?,library,table,classroom,2,lessons was takenn in the classroom,library is the only place that is not a library.
72b097d8826f6d754fa02b13aa3c26e5,Where would you put a candle if you wanted it on a wall?,dark,shelf,church,1,shelf is the only object that can be placed on a wall directly that can hold a candle.,candles are the only thing that would be on a wall.
43f1cd76340de88db2af81dbcc36767f,The company just came out with some new buying products! It lets you purchase as much as you want! So what does it help you do?,spending money,bankruptcy,debt,0,that's asking your customer to do your heavy lifting for you,you don't have to spend money to buy as much as you want.
bdb7a31db2e74f755c9cb34988429ba3,What will the government do if they find out you fail to file your taxes?,get money,take money,school children,1,is the best since it is the best backup,the government will not be happy if they find out you fail to file your taxes.
1c90fb0ae5511a1d2090a42bae070336,"The woman gawked at the diamonds, what did she think of them?",rare,clear,pretty,2,gawking is a positive response and an intense one so the diamonds must have been pretty,"diamonds are rare, and diamonds are rare."
b55968c939b0a6ad5d356398adb66f94,A person who wants to make more at their job but can't will often need to find a what?,save money,feel safe,better job,2,better job is the best part,a person who wants to make more at their job will need to find a job.
be35704c3bd234a708abc470e04d8e8f,"Sarah did much hard work, even though she was on vacation.  Her mother told her off and said what?",relaxation,do nothing,unemployment,1,"do nothing  much hard work,even though she was on vacation.",she was on vacation and did not have time to do much work.
2821b50002620a4f915a7a7277991ebf,What would people do if they are agreeing with each other?,smiles,band together,rapport,1,band togetherpeople do if they are agreeing with each other?,people would agree with each other if they were agreeing with each other.
